,Tweets,Level 1,Level 2
9135,Unko bhi idea nahi hai ...,no emotion,Neutral
9134,mitro kuch aur din chaheye aapke hum month meik kuch nhi kar paye week aur de dejeye,no emotion,Neutral
9133,Lagta hai aaj koi new task mil jaye,no emotion,Neutral
9132,Lag ta hai agenda milgai pm tak,no emotion,Neutral
9131,Kya kar lenge jaan kar aap sir.. Kuch farak nahi padna.. Wait kar lijiye... Typical bollywood movies ke climax ki tarah kyu acting kar rahe hain,no emotion,Neutral
9130,Ha hume pura huk hai ye jane ka ki pm cares fund ka paisa kaha gaya,no emotion,Neutral
9129,"Bilkul right hai,,",no emotion,Neutral
9128,PFI agent hai tu aur congres,no emotion,Neutral
9127,China india ko clear warning dy raha hai ky agr tum ny koi garbaar karny ki koshish ki tu tumharay hath sy North east states nikaal jain gi aur china kabza kar ly ga,no emotion,Neutral
9126,Apka matlab state cm ko arrest kia jaye respected sir ji,no emotion,Neutral
9125,tum ne apna afghanistan creat karna hai to akready afghanistan state b tumare pas hai r quetta se le k chitral autonmous semi independent afghan area b hai pakistan k andar r agr greater afghanistan bnana hai to ye tumara right hai tumama qoamon ka right hai,no emotion,Neutral
9124,Kaha ki foto hai states me CM bhi hota hai.,no emotion,Neutral
9123,"Ye nhi Kahan tha...""Marne ya marwane aaye hai""..I think this was statement..Desai fans bhdak gaye the #ShehnaazGill",no emotion,Neutral
9122,Suna tu yah jitnay stars hay flag may utni states,no emotion,Neutral
9121,Bhai centre ka koi power nahi hai state mein chahe Jo bhi vo.,no emotion,Neutral
9120,#CAA kya he? State answer.. #CAA is Citizen amendment act Hamse to puchhkr dekho hamne bardasht kiya he. Hmara Answer.. #Ctizen_Atrocities_Act,no emotion,Neutral
9119,lakh crore pakej crore public hai sabko crore diya jaye tab to bat hai je paise ya to lider khayenge ya ramdev khayega,no emotion,Neutral
9118,crores me se around crore Muslims hai,no emotion,Neutral
9117,"BLC: Bees Laakh Crore Dhayan rahe pehle crores milake hai ye BLC Aur ye LocalVocal, first you stop riding Merc, Audi &amp; BMW Sir. #BLC #BeesLakhCrore #LocalVocal",no emotion,Neutral
9116,"BLC: Bees Lakh Crore Dhayan rahe pehle crores milake hai ye BLC Aur ye LocalVocal, first you stop riding Merc, Audi &amp; BMW Sir. #BLC #BeesLakhCrore #LocalVocal",no emotion,Neutral
9115,Kuch colleges main ho skti ha . Aise main to India main crore bi fees ha Bhai.,no emotion,Neutral
9114,Patient Lakh crore main kitne zero hote hai yaad karo...,no emotion,Neutral
9113,aana chaiye but. Sabke account nhi hai or crore me saal se kam ke bache b hai.. Un sbko hta du to. Karib aayega sbke account me but vo ek loan hoga jo vapas krna hoga EMI me,no emotion,Neutral
9112,: Guys plz see attached tweet &amp; image. Kaun Banega Crorepati..Q&amp;A round. Really very proud of U. #Si,no emotion,Neutral
9111,"pmcares hai na, apun mushroom khayega tabhi to tumhe pakayega",no emotion,Neutral
9110,Aisa nahi h maine Bangalore se delhi ka ticket book kia pm tak avilable tha,no emotion,Neutral
9109,Are toh unn locations mein kitne log hai pata hai tumhe,no emotion,Neutral
9108,"Train se hi ja rahe hain, but pehle stop pe utarna hai phir wahan se kilometers door ghar hai, kya aise me ham four Wheeler le k wahi tckr dekha k ja sakte hain?",no emotion,Neutral
9107,Sirf main main station Mai rukiyega,no emotion,Neutral
9106,Patna ke liye koi train nhi h kya??,no emotion,Neutral
9105,Aap irctc pe jate ho to waha special trains ka jo list hai usme show kar deta kiski booking ho rahi aur kon awaiting hai check dat,no emotion,Neutral
9104,train ticket booking Kaha par ho Raha hai hame bhi address dedo.,no emotion,Neutral
9103,: Pareashan hae Kia Qum k Vote ki Hefazet Zaruri Nahi thee Kis k Hukom par vote chri Huwa. Qum ab Woh Ezzet Nahi kartea Fuj ki,no emotion,Neutral
9102,: Plz guyz nicha post mein ja kr FC ko vote do sare.. #KehGayiSorryTomorrow,no emotion,Neutral
9101,#SidNaaz #SidHearts go and vote for last kuch mins h.plz and #Shehnaazians also we fandom r family aapse main fight karo Lado maro Katto per dusron Ko Mat jitne do,no emotion,Neutral
9100,Kohli k sath zyadti hai .. kiyon k pakistan ka poll hai is liye majority nay faf du ple ko vote kia ... kohli is far better as the record speaks for it self,no emotion,Neutral
9099,mje aisa lg ra ha vote PTI ko dia tha na tum nay,no emotion,Neutral
9098,Aur ye party saal se out of power hain Gujarat mein.,no emotion,Neutral
9097,Sir koi complain number h to wo bhi post KR dijiye Ese kese pta chalega Kya hua h or Kya ho RHA h,no emotion,Neutral
9096,Pahle ke to mile hi nhi hai jinke paas PSV bedge nahi hai unhe pahle unke liye to kuch karo sir,no emotion,Neutral
9095,Milega v ya only post hai,no emotion,Neutral
9094,"Arre yeh jagah se haara hua aadmi hai, aaj kal kuch kaam dhaam nahi hai toh aise harkate kar rha hai. Isko jald hi MCD k election mai candidate banayenge nahi to yeh aur........",no emotion,Neutral
9093,Jenab Next Election main Tu wise He Bajwa Ki Company aye Ga lekn Mera Jetna Khial Bahut Jld Dekhungy K Khan Ki set pr Bajwa Kaisy Bet Ta hai Khan Ki Follower bajwa Ache Tarah Handle Kr skta Hai Jis Tarah o frdus Ki pechey Propegndy pr Yaqen krta hai tu Kia Bajwa Ose khan k pechy,no emotion,Neutral
9092,Kuch b nhi hoga han possible hai Chief election commissioner k khilaf NAB ka case bn Jay,no emotion,Neutral
9091,Baap se mili virasat mein politics varna ye bhi kahin hazar ki naukari dundte hote.,no emotion,Neutral
9090,: Aamir bhai aap politics continue kre gy next election main bhi #AskAamirLiaquat,no emotion,Neutral
9089,: Aamir bhai aap politics jari rakhy gy next election main bhi? #AskAamirLiaquat,no emotion,Neutral
9088,: Ajkl politics FIR per tik gayi hai kya,no emotion,Neutral
9087,Main par raha hun tarike Twitter aur politics ke addiction aur kisi bhee connection se chutkara pane ke,no emotion,Neutral
9086,Ajkl politics FIR per tik gayi hai kya,no emotion,Neutral
9085,politics based hai House of cards,no emotion,Neutral
9084,#WhyNoGForJammu yahan kounsi militancy hai..,no emotion,Neutral
9083,Lgtay tu pkkay PTI k ho aisi bs ameezo wali zaban aik PTI ka supporter hinistemal kro skta ha,no emotion,Neutral
9082,": Else you would resign? Sugar, wheat, health, education, IPPs, LNG, oil&amp;gas, trade, banking, stock brokers, etc. Kya kya s",no emotion,Neutral
9081,"Bhai maine baat kya ki hai....or tum question kya kr re ho.... Mane tumhari ek baat ka jawab diya hai jo NRI, railway tkt or railway track incident se judi thi. Mane ye kb knha mazdoor bohot khush hai or use koi problem ni hai...?",no emotion,Neutral
9080,Rohit Ji aap Negative to bahut jaldi bolte ho ki Railway ko kya Idea nahi tha. Aap hote to kya karte? Aap logo ka channel jab lag karta hai tab wo technology kyun nahi follow karte ho aap. Indian logo ki aadat ko aap jante nahi ho kya.,no emotion,Neutral
9079,#irctc #IndianRailways Lagta hai aaj #Ticket book nhi hoga...,no emotion,Neutral
9078,Tum indian hindu ho Tumhara kya taluq itnay door balochistan se,no emotion,Neutral
9077,Mr.ab nhyn hy ..tm logon ki taqat nhyn thi tb bhiii blkay sazish aur geographic location ka advantage tha aapko...lkn ab aissa kch nhyn hona wala ... Na brray niazi ki koi ghalti thii na chohta niazi kray ga,no emotion,Neutral
9076,Private person ki salary ka army ki salary increase sy kia link hy,no emotion,Neutral
9075,"Yes Brother Vo humara tha ,he Aur Rahega... Lekin Hmara Constitution Ka framework hi aesa he ki Army Bina Political Support ke Kuch Nahi kr skti.. Kuch Baato mein ye rule Sahi na lage Lekin Saari Power Army ko dene me Sahi Nahi Hoga .. Pakistan ek example he",no emotion,Neutral
9074,Apna professor papa ki sun lo beta,no emotion,Neutral
9073,agr IMF ka loan clear na kiya ho to IMF kya krta pata ha...!!!..hm boht khush khoo choky hoty IMF kisi ka loan maaf krya meny aj taak no suna..!!,no emotion,Neutral
9072,Bailgadi punch rahi hai corruption hai ki nahi ?,no emotion,Neutral
9071,Reporter: Bata do kitne corruption kye ho tum... Rahul Baba:,no emotion,Neutral
9070,Jub koi chori koi corruption hoi hee nahi to chori kia hona tha record hota to court may day datay court may kahtay han abhi kia chori hoa dhoond rhay han phir fasla ho ga kis nay chori kia kitna chori hoa maloom nahi,no emotion,Neutral
9069,"es mamle men dhanda hall nai, dhanda sirf corruption or manipulation paida krta hai. iska hal awareness hai jo quom men nai hai.",no emotion,Neutral
9068,"Abhi bhi PPP k haq main hi hai, interior sindh main khuli ijazat hai in ko election jetany ki",no emotion,Neutral
9067,: Hum Baat Pakar K Baith Jatay hain... Cause Naie deikhtay Eventually Whole Sindh is Suffering. Due to PPP but we are after I,no emotion,Neutral
9066,Ye zerdari nahi h Ye PPP ka koi or member h mein naam bhl gya hn esko marey huwe saal hogya h,no emotion,Neutral
9065,PPPP pehly apny guards ko suspend krti jin k samny s guzr k ye log andr gae th...unki ghlti thi tbi case nhn kia..,no emotion,Neutral
9064,Dr sahiba appp ne tu parh liya esko .. mjhe nazar nhn arha kiya likha hai...?,no emotion,Neutral
9063,: Sir main kafi arsay se daikh raha ho Log apko necha dikhany k liye har mumkin koshish krtay hain but Alla,no emotion,Neutral
9062,: Sir AP cool down hojay AP apne Kam se Jane jate he aur Jane jaenge pr sir ek sawal AP ko kitna time hogaya h,no emotion,Neutral
9061,: Itni mehnat aesay kr rhay becharay Jesay kai trend bnwanay sai Pemra nai ko baan kr dena hai..,no emotion,Neutral
9060,Koi scene nhi hai... Ka aur Ka apas ka masla chal rha hai...,no emotion,Neutral
9059,fake pic.. qk agr larkana ki pic hoti to school ka.naam maqami zuban sindhi main likha hota or ye wazih torr pe computer ki likhai he,no emotion,Neutral
9058,ye sbs best rzlt hai,no emotion,Neutral
9057,Fair Option.. But Nahi Karega Esa. Uska matter kuch aur hai.. #WeWillExposeARY,no emotion,Neutral
9056,Kya tweet booost nhi hota hy?,no emotion,Neutral
9055,online registration may Politicians kese kar rahe hain ye kam??? kuch aisa apki nazar may ho tu share karen yahan pe hamary sath.. k awaz utha saky.,no emotion,Neutral
9054,Once upon a time someone said : aqalmand k liya ishara hi kafi hai. Nehi?,no emotion,Neutral
9053,"Isnt that rich when reciprocal actions from pak are a luxury? None amongst the masses here want animosity with Pakistanis, but, tranquility without cognisance is wastage of effort. Taali dono haathon se bajti hai dost chahe dushmani ho ya dosti. Expectations hamari bhi hain.",no emotion,Neutral
9052,Allah will get ur revenge mere bhai Allah k han bht acha insaaf milta hai.,no emotion,Neutral
9051,Ham aap ko kafir nahi kehte ye hamen hamara islam sikhata ha or hamara deen islam hamen sab k rights achi tarah batata or samjhata ha aap sirf gazua hind ka intzar kijiye hope k maine aap ko kuch galat alfaz nahi kahe na hi koi batmezi ki bye bye,no emotion,Neutral
9050,can you do something and bro suggestions hai Pakistan citizen portal per bhi Dal do,no emotion,Neutral
9049,To kya hwa English achi ati ha pm sab ko,no emotion,Neutral
9048,""" o besharam admi tumhary baap ka paisa hai "" sb u said ths words on floor of NA and now same trend s seen in PTI era. This decision must be reverted. Meanwhile, economy is in severe recession &amp; such kinds of acts may deepen the wound.",no emotion,Neutral
9047,trump ney part time ko President bhn bna diya hai,no emotion,Neutral
9046,KB/s par do mahino sai chala rahai hai. G ki to ab ummed bhi nahi hai. Pehlai jammu mai alag system tha .kashmir mai net band bhi hota tha to yaha kabhi g band nahi hota tha. khatam hoya ham jammu valo nai support kiya. Aur hamai yai inam mila. Jantu,no emotion,Neutral
9045,U r mixing past nd present Mr.71 mn jeena chohro tmhari generation ki koi bahadri ki misal hy to plzzzz I would love listen it.bqi jahan tk baat hy Kashmir ki to hum ne Pakistan angraiz se laa liya time lga lkn liya IA waqt aanay pr Kashmiri b apna faisla dngaay,no emotion,Neutral
9044,"Indian/hindu is not a racial identity but geographic. Sindhis, Kashmiris, Gilgitis, Balochis and Punjabis have their roots in Ancient India. The names thmselvs r derived from Vedic words.. I know tereko bohot lag gayi vo Turk wali baat sunke.. Sach kadwa hota hai.. aadat daal le",no emotion,Neutral
9043,"Sudhir Chaudhary ki FIR pakistan mein hui hai kya? Kashmir ka issue hai aur Kerala mein complaint ho gayi, jahan kisi ko hindi nahi aati. Ravish ke against to kabhi nahi hui koi FIR. Matlab yar itna doglapan kahan se aata hai.",no emotion,Neutral
9042,Kyu madam jee....Ab ho rha hai na dard Kashmiri Muslims ki tarah....ab hum sabko dard ho rha hai.....Khuda ke paas sabke liye justice hai......,no emotion,Neutral
9041,baje pm matalab prime minister ki favourite daaru jo special aise wakqt mai he pee jaati hai,no emotion,Neutral
9040,chandigarh universiry ek ad chala rhi ki wo Haryana ke students ke liye preffered destination hai..aisa kyu..kya haryana mein achi technical aur professional education nahi milti..kyu haryana k bache chandigarh chitkara aur thapar univ. ka rukh kr rhe hain(1/4),no emotion,Neutral
9039,": The Prime Ministers Office says ""Hum kagaz nehi dikhayenge"" as the common man files for RTI to know how the donations fo",no emotion,Neutral
9038,: #BahriaTown_Lahore_Fraud Sir Prime Minister sahib citizen portal Per Riasat ka idara sa Rabta kia to unho na ya jawab di,no emotion,Neutral
9037,: #BahriaTown_Lahore_Fraud Prime Minister sahib hamara lia to is waqat tamam idarah aap he hain. Agar LDA jasa idaron na a,no emotion,Neutral
9036,Education minister sir se request hai guest teachers ki taraf dhayan de jisse guest teachers ka bhala ho sake . Thank you sir ji,no emotion,Neutral
9035,Participation ki hidayat Prime Minister ki taraf se hoti hai,no emotion,Neutral
9034,: AoA sir Hum saal se contract par job kr rhy hain. Regularisation hmara haq hai. Plz hmain regularise kia,no emotion,Neutral
9033,: Sir supply waloon ka bhi sochain sirf aik subject ki wajah say un ko full nd year or st year repeat krni p,no emotion,Neutral
9032,: Sir supply waloon ka bhi sochain sirf aik subject ki wajah say un ko full nd year or st y,no emotion,Neutral
9031,: Sir pef payments k liy app nay biyaan jari kya tha..k tak payment mil jay gi..mgr afsos .......plz koi positve,no emotion,Neutral
9030,"Or jo tm ke rahi ho k sbkooo hi promote krdein, esa to obviously nai hone wala...Medical wale jese tm, phas chuke, Bad luck yk....is baar sirf nikamon ka tukka lgega ya phir kisi ka nahi...",no emotion,Neutral
9029,"MBBS ka to pta nai kya scene bnaynge, phle ye noti ka wait kro phir UHS ka...uska to or ee complex scene he...",no emotion,Neutral
9028,Pehli bat ye k hm esy bhrti ni huy test or interview dy kr bhrti huy hn dusri bat ye k There are educators aik b fail ho gya to uska kya bny ga we are over age now. Ap log to mzy ly ry ho,no emotion,Neutral
